* Color Green highlighted items are launched in last 6 months,,,,,,,,,,,,,,,,,,,,,,,,
*Items highlighted in Orange will have a rolling change in pieces per box or boxes per pallet packaging in 2020.  These will be communicated as the old inventory depletes and the new inventory with new packaging arrives,,,,,,,,,,,,,,,,,,,,,,,,
PRODUCT COLLECTION,ItemNumber,SIZE,FINISH,THICKNESS ,SQFT PER PIECE,PIECES PER BOX,SQFT PER BOX,U/M,PRICE / UOM,PRICE /  EACH,,ItemNumber,Web Link,Product Line,Material,Product Category,PRODUCT COLLECTION,Description,Status,Source,Creation Date,Comments,,
GREECIAN WHITE MULTI FINISH,TGREWH412MF,4x12,MISC.,0.38 INCH,0.33,6.00,1.98,SQFT,8.18,2.70,,TGREWH412MF,https://www.msisurfaces.com/greecian-white/subway-tile-4x12-multi-finish/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,GREECIAN WHITE MULTI FINISH,Greecian White 4x12 Multi Finish,MSI,2019 Price list,21-May-15,,,
GREECIAN WHITE OPUS MOSAIC,SMOT-GRE-OPUS,PATTERN,POLISHED,Random,1.00,10.00,10.00,EACH,12.49,12.49,,SMOT-GRE-OPUS,https://www.msisurfaces.com/greecian-white/greecian-white-opus/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,GREECIAN WHITE OPUS MOSAIC,Greecian White Opus Pattern,MSI,2019 Price list,26-Mar-14,,,
GREECIAN WHITE PEN MOLDING,THDW1-MP-GRE,3/4X3/4x12,POLISHED,0.75 INCH,N/A,20.00,N/A,EACH,5.34,5.34,,THDW1-MP-GRE,https://www.msisurfaces.com/pencil-moldings/greecian-white/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,GREECIAN WHITE PEN MOLDING,Greecian White Pen Mldg Pol 3/4x3/4x12,MSI,2019 Price list,26-Jun-08,,,
GREECIAN WHITE RAIL MOLDING,THDW1-MR-GRE,2x12,POLISHED,1.0 INCH,N/A,10.00,N/A,EACH,6.85,6.85,,THDW1-MR-GRE,https://www.msisurfaces.com/rail-moldings/greecian-white/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,GREECIAN WHITE RAIL MOLDING,Greecian White Rail Mldg Pol 1x2x12,MSI,2019 Price list,26-Jun-08,,,
GREECIAN WHITE SPLITFACE MOSAIC,SMOT-GRE-SFIL10MM,PATTERN,MISC.,0.38 INCH,1.00,10.00,10.00,EACH,11.47,11.47,,SMOT-GRE-SFIL10MM,https://www.msisurfaces.com/greecian-white/greecian-white-splitface/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,GREECIAN WHITE SPLITFACE MOSAIC,Greecian White Splitface,MSI,2019 Price list,14-Mar-13,,,
GREECIAN WHITE VENEER MOSAIC,SMOT-VNR-GRE-T,PATTERN,TUMBLED,0.38 INCH,1.00,10.00,10.00,EACH,11.88,11.88,,SMOT-VNR-GRE-T,https://www.msisurfaces.com/mosaic-hatches/greecian-white-tumbled-veneer/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,GREECIAN WHITE VENEER MOSAIC,Greecian White Tumbled Veneer 8x18,MSI,2019 Price list,27-Feb-15,,,
LA FLEUR POLISHED,SMOT-LAFLEUR-POL8MM,PATTERN,POLISHED,0.31 INCH,0.62,10.00,6.20,EACH,15.66,15.66,,SMOT-LAFLEUR-POL8MM,https://www.msisurfaces.com/glass-mosaics/la-fleur/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,LA FLEUR POLISHED,La Fleur Polished,MSI,New Addtion,16-Apr-19,,,
LAURENT BROWN,TCLAUBRN1212,12x12,POLISHED,0.38 INCH,1.00,5.00,5.00,SQFT,4.09,4.09,,TCLAUBRN1212,https://www.msisurfaces.com/marble/laurent-brown/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,LAURENT BROWN,LAURENT BROWN 12X12X3/8,MSI,2019 Price list,27-Nov-07,,,
MARBELLA DIAMOND POILSHED,SMOT-MARDIA-POL10MM,PATTERN,POLISHED,0.38 INCH,1.00,10.00,10.00,EACH,12.96,12.96,,SMOT-MARDIA-POL10MM,https://www.msisurfaces.com/glass-mosaics/marbella-diamond/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,MARBELLA DIAMOND POILSHED,Marbella Diamond Poilshed,MSI,New Addtion,16-Apr-19,,,
MARMARA WHITE,TTMARMAWHT1224P,12x24,POLISHED,0.38 INCH,2.00,1.00,2.00,SQFT,6.76,13.52,,TTMARMAWHT1224P,https://www.msisurfaces.com/marble/marmara-white/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,MARMARA WHITE,MARMARA WHITE 12X24X.38  POLISH,MSI,2019 Price list,17-Jul-14,,,
METROPOLITAN PEBBLE,SMOT-PEB-MTRPLTN,PATTERN,TUMBLED,0.38 INCH,0.97,9.70,9.70,EACH,6.55,6.55,,SMOT-PEB-MTRPLTN,https://www.msisurfaces.com/glass-mosaics/metropolitan-pebble/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,METROPOLITAN PEBBLE,Metropolitan Pebble,MSI,New Addtion,16-Apr-19,,,
METROPOLITAN PICKET HONED,SMOT-MTRPLTN-PK10MM,PATTERN,HONED,0.38 INCH,0.84,10.00,8.40,EACH,12.64,12.64,,SMOT-MTRPLTN-PK10MM,https://www.msisurfaces.com/glass-mosaics/metropolitan-picket/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,METROPOLITAN PICKET HONED,Metropolitan Picket Honed,MSI,New Addtion,16-Apr-19,,,
MICHAEL ANGELO,TMICANG1212,12x12,POLISHED,0.37 INCH,1.00,10.00,10.00,SQFT,7.24,7.24,,TMICANG1212,https://www.msisurfaces.com/marble/michael-angelo/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,MICHAEL ANGELO,MICHAEL ANGELO 12X12X 37 POLIS,MSI,2019 Price list,27-Nov-07,,,
MULTI RED ONYX,TMREDONX1212,12x12,POLISHED,0.38 INCH,1.00,10.00,10.00,SQFT,15.53,15.53,,TMREDONX1212,https://www.msisurfaces.com/onyx/multi-red-onyx/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,MULTI RED ONYX,"MULTI RED ONYX 12X12X0.38"" POL",MSI,2019 Price list,27-Nov-07,,,
NEW DIANA REALE,TNEWDIAREAL1224,12x24,POLISHED,0.50 INCH,2.00,1.00,2.00,SQFT,7.10,14.20,,TNEWDIAREAL1224,https://www.msisurfaces.com/marble/new-diana-reale/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,NEW DIANA REALE,"New Diana Reale 12x24x.50"" Polished",MSI,2019 Price list,1-Aug-14,,,
PALISANDRO,TPALI1224P,12x24,POLISHED,0.37 INCH,2.00,1.00,2.00,SQFT,7.89,15.78,,TPALI1224P,https://www.msisurfaces.com/marble/palisandro/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,PALISANDRO,Palisandro 12x24x.38 Polished,MSI,2019 Price list,6-Oct-16,,,
PUEBLA GREIGE PEBBLE,SMOT-PEB-PUEGREI,PATTERN,POLISHED,0.38 INCH,0.91,10.00,9.10,EACH,6.55,6.55,,SMOT-PEB-PUEGREI,https://www.msisurfaces.com/glass-mosaics/puebla-greige-pebble/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,PUEBLA GREIGE PEBBLE,Puebla Greige Pebble,MSI,New Addtion,16-Apr-19,,,
RAIN FOREST,TRAIN1212,12x12,POLISHED,0.38 INCH,1.00,10.00,10.00,SQFT,5.28,5.28,,TRAIN1212,https://www.msisurfaces.com/marble/rain-forest/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,RAIN FOREST,RAIN FOREST MARBLE 12X12X3/8,MSI,2019 Price list,27-Nov-07,,,
ROSSO LEVANTO,TROSOLEV1212,12x12,POLISHED,0.38 INCH,1.00,10.00,10.00,SQFT,13.57,13.57,,TROSOLEV1212,https://www.msisurfaces.com/marble/rosso-levanto/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,ROSSO LEVANTO,Rosso Levanto 12X12X0.38 Tiles,MSI,2019 Price list,27-Nov-07,,,
ROYAL LINK,SMOT-ROYLNK-POL10MM,PATTERN,POLISHED,0.38 INCH,1.07,10.00,10.70,EACH,17.29,17.29,,SMOT-ROYLNK-POL10MM,https://www.msisurfaces.com/glass-mosaics/royal-link/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,ROYAL LINK,Royal Link,MSI,New Addtion,16-Apr-19,,,
SAHARA GOLD,TSAHGLD1212,12x12,POLISHED,0.37 INCH,1.00,10.00,10.00,SQFT,5.79,5.79,,TSAHGLD1212,https://www.msisurfaces.com/marble/sahara-gold/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,SAHARA GOLD,SAHARA GOLD 12X12X.37 POLISH,MSI,2019 Price list,27-Nov-07,,,
STATUARY VENATO 12X12,TSTATU1212,12x12,POLISHED,0.37 INCH,1.00,10.00,10.00,SQFT,16.15,16.15,,TSTATU1212,#N/A,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,STATUARY VENATO 12X12,STATUARIO VENATO 12X12X.38 P1,MSI,2019 Price list,21-Jan-11,,,
STATUARY VENATO 12X24,TSTATU1224,12x24,POLISHED,0.38 INCH,2.00,5.00,10.00,SQFT,19.99,39.98,,TSTATU1224,#N/A,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,STATUARY VENATO 12X24,STATUARIO VENATO 12X24X.38 POLISHED,MSI,2019 Price list,8-Apr-13,,,
SUPER THASSOS GLASS 12X12,TCSTHAGL1212.38,12x12,POLISHED,0.38 INCH,1.00,5.00,5.00,SQFT,10.37,10.37,,TCSTHAGL1212.38,https://www.msisurfaces.com/marble/super-thassos-glass/,NS,GLASS,NATURAL STONE MARBLE COLLECTIONS,SUPER THASSOS GLASS 12X12,SUPER THASSOS GLS 12X12X0.38 POLISHED,MSI,2019 Price list,27-Nov-07,,,
SUPER THASSOS GLASS 12X24,TCSTHASGLS1224,12x24,POLISHED,0.50 INCH,2.00,4.00,10.00,SQFT,10.37,20.74,,TCSTHASGLS1224,https://www.msisurfaces.com/marble/super-thassos-glass/,NS,GLASS,NATURAL STONE MARBLE COLLECTIONS,SUPER THASSOS GLASS 12X24,SUPER THASSOS GLS 12X24X0.5 POLISHED,MSI,2019 Price list,27-Nov-07,,,
SUPER THASSOS GLASS 12X24 PORCELAIN BACKING,TCSTHASGLS1224POR,12x24,POLISHED,0.50 INCH,2.00,4.00,8.00,SQFT,6.38,12.76,,TCSTHASGLS1224POR,https://www.msisurfaces.com/marble/super-thassos-glass/,NS,GLASS,NATURAL STONE MARBLE COLLECTIONS,SUPER THASSOS GLASS 12X24 PORCELAIN BACKING,SUPER THASSOS GLS 600X298X13MM PORCELAIN,MSI,2019 Price list,7-Aug-14,,,
SUPER THASSOS GLASS 18X18,TCSTHASGLS1818,18x18,POLISHED,0.50 INCH,2.25,5.00,11.25,SQFT,9.82,22.09,,TCSTHASGLS1818,https://www.msisurfaces.com/marble/super-thassos-glass/,NS,GLASS,NATURAL STONE MARBLE COLLECTIONS,SUPER THASSOS GLASS 18X18,SUPER THASSOS GLS 18X18X0.50 POLISHED,MSI,2019 Price list,27-Nov-07,,,
SUPER THASSOS GLASS 24X24,TCSTHASGLS2424,24x24,POLISHED,0.50 INCH,4.00,4.00,16.00,SQFT,10.37,41.48,,TCSTHASGLS2424,https://www.msisurfaces.com/marble/super-thassos-glass/,NS,GLASS,NATURAL STONE MARBLE COLLECTIONS,SUPER THASSOS GLASS 24X24,"SUPER THASSOS GLS 24""X24""X0.5"" POLISHED",MSI,2019 Price list,9-Jun-08,,,
SUPER THASSOS GLASS 24X24 PORCELAIN BACKING,TCSTHASGLS2424POR,24x24,POLISHED,0.60 INCH,4.00,3.00,12.00,SQFT,7.86,31.42,,TCSTHASGLS2424POR,https://www.msisurfaces.com/marble/super-thassos-glass/,NS,GLASS,NATURAL STONE MARBLE COLLECTIONS,SUPER THASSOS GLASS 24X24 PORCELAIN BACKING,SUPER THASSOS GLS 600X600X13MM PORCELAIN,MSI,2019 Price list,29-Jun-12,,,
THASSOS CLASSIC 12X12,TTHASSOS1212-C,12x12,POLISHED,0.38 INCH,1.00,10.00,10.00,SQFT,8.85,8.85,,TTHASSOS1212-C,https://www.msisurfaces.com/marble/thassos-white/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,THASSOS CLASSIC 12X12,"THASSOS CLASSIC 12""X12""X0.38"" POLISHED",MSI,2019 Price list,12-Aug-16,,,
THASSOS CLASSIC 12X24,TTHASSOS1224-C,12x24,POLISHED,0.38 INCH,2.00,6.00,12.00,SQFT,12.20,24.39,,TTHASSOS1224-C,https://www.msisurfaces.com/marble/thassos-white/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,THASSOS CLASSIC 12X24,"THASSOS CLASSIC  12""x24""x0.38"" POLISHED",MSI,2019 Price list,14-Dec-12,,,
THASSOS CLASSIC 18X18,TTHASSOS1818C,18X18,POLISHED,0.38 INCH,2.25,6.00,13.50,SQFT,12.20,27.44,,TTHASSOS1818C,https://www.msisurfaces.com/marble/thassos-white/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,THASSOS CLASSIC 18X18,"THASSOS CLASSIC 18""x18""x0.38"" POLISHED",MSI,2019 Price list,27-Nov-07,,,
THASSOS POLISHED 18X18,TTHASSOS1818SEL,18x18,POLISHED,0.38 INCH,2.25,6.00,13.50,SQFT,19.82,44.59,,TTHASSOS1818SEL,https://www.msisurfaces.com/marble/thassos-white/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,THASSOS POLISHED 18X18,"THASOS POLISHED 18""x18""x0.38 SELECT",MSI,2019 Price list,21-Jan-11,,,
THASSOS PREMIUM 12X12,TTHASSOS1212P,12x12,POLISHED,0.38 INCH,1.00,10.00,10.00,SQFT,17.76,17.76,,TTHASSOS1212P,https://www.msisurfaces.com/marble/thassos-white/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,THASSOS PREMIUM 12X12,"THASOS PREMIUM 12""x12""x0.38"" POLISHED",MSI,2019 Price list,21-Jan-11,,,
TUNDRA GRAY 12X12,TTUNGRY1212P,12x12,POLISHED,0.38 INCH,1.00,10.00,10.00,SQFT,6.25,6.25,,TTUNGRY1212P,https://www.msisurfaces.com/marble/tundra-gray/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,TUNDRA GRAY 12X12,"Tundra Gray 12X12.38"" Polished",MSI,2019 Price list,10-Dec-15,,,
TUNDRA GRAY 12X24,TTUNGRY1224P,12x24,POLISHED,0.50 INCH,2.00,4.00,8.00,SQFT,7.10,14.20,,TTUNGRY1224P,https://www.msisurfaces.com/marble/tundra-gray/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,TUNDRA GRAY 12X24,"Tundra Gray 12""X24""X.50"" Polished",MSI,2019 Price list,21-Mar-14,,,
TUNDRA GRAY 18X18,TTUNGRY1818P,18x18,POLISHED,0.50 INCH,2.25,4.00,9.00,SQFT,7.10,15.97,,TTUNGRY1818P,https://www.msisurfaces.com/marble/tundra-gray/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,TUNDRA GRAY 18X18,"Tundra Gray 18X18X.50"" Polished",MSI,2019 Price list,13-Apr-16,,,
TUNDRA GRAY 1X4 MOSAIC,SMOT-TUNGRY-1X4P,1x4,POLISHED,0.38 INCH,1.00,10.00,10.00,EACH,10.61,10.61,,SMOT-TUNGRY-1X4P,https://www.msisurfaces.com/tundra-gray/1x4-polished/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,TUNDRA GRAY 1X4 MOSAIC,Tundra Gray 1x4 Polished,MSI,2019 Price list,3-Jun-13,,,
TUNDRA GRAY 3X6,TTUNGRY3X6P,3X6,POLISHED,0.38 INCH,0.13,40.00,5.00,SQFT,8.80,1.10,,TTUNGRY3X6P,https://www.msisurfaces.com/marble/tundra-gray/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,TUNDRA GRAY 3X6,Tundra Gray 3x6 Polished,MSI,2019 Price list,3-Jun-13,,,
TUNDRA GRAY 4X12,TTUNGRY412P,4x12,POLISHED,0.38 INCH,0.33,15.00,5.00,SQFT,8.14,2.71,,TTUNGRY412P,https://www.msisurfaces.com/marble/tundra-gray/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,TUNDRA GRAY 4X12,Tundra Gray 4x12 Polished,MSI,2019 Price list,11-Mar-15,,,
TUNDRA GRAY BASKET WEAVE MOSAIC,SMOT-TUNGRY-BWP,PATTERN,POLISHED,0.38 INCH,0.94,10.00,9.40,EACH,10.83,10.83,,SMOT-TUNGRY-BWP,https://www.msisurfaces.com/tundra-gray/basket-weave-pattern/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,TUNDRA GRAY BASKET WEAVE MOSAIC,Tundra Gray Basketweave Pattern Polished,MSI,2019 Price list,3-Jun-13,,,
TUNDRA GRAY PENCIL MOLDING,SMOT-PENCIL-TUNGRY,3/4X3/4x12,POLISHED,0.75 INCH,N/A,20.00,N/A,EACH,4.88,4.88,,SMOT-PENCIL-TUNGRY,https://www.msisurfaces.com/pencil-moldings/tundra-gray/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,TUNDRA GRAY PENCIL MOLDING,Tundra Gray Pencil Mldg Pol,MSI,2019 Price list,3-Jun-13,,,
VOLAKAS A1,TVOLKAS1224,12x24,POLISHED,0.39 INCH,2.00,6.00,12.00,SQFT,12.53,25.05,,TVOLKAS1224,https://www.msisurfaces.com/marble/volakas/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,VOLAKAS A1,VOLAKAS 12X24X3/8 POLISHED,MSI,2019 Price list,9-Jul-15,,,
WHITE OAK 12X24 HONED,TWHTOAK12240.38H,12x24,HONED,0.38 INCH,2.00,5.00,10.00,SQFT,6.78,13.56,,TWHTOAK12240.38H,https://www.msisurfaces.com/marble/white-oak/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK 12X24 HONED,WHITE OAK 12X24X0.38 HONED,MSI,2019 Price list,29-Jun-12,,,
WHITE OAK 12X24 POLISHED,TWHTOAK12240.38P,12x24,POLISHED,0.38 INCH,2.00,5.00,10.00,SQFT,7.23,14.46,,TWHTOAK12240.38P,https://www.msisurfaces.com/marble/white-oak/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK 12X24 POLISHED,WHITE OAK 12X24X0.38 POLISHED,MSI,2019 Price list,22-Apr-11,,,
WHITE OAK 18X36 HONED,TWHTOAK18360.38H,18x36,HONED,0.38 INCH,4.50,3.00,13.50,SQFT,7.48,33.66,,TWHTOAK18360.38H,https://www.msisurfaces.com/marble/white-oak/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK 18X36 HONED,WHITE OAK 18X36X0.38 HONED,MSI,2019 Price list,17-Apr-15,,,
WHITE OAK 18X36 POLISHED,TWHTOAK18360.38P,18x36,POLISHED,0.38 INCH,4.50,3.00,13.50,SQFT,7.48,33.66,,TWHTOAK18360.38P,https://www.msisurfaces.com/marble/white-oak/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK 18X36 POLISHED,WHITE OAK 18X36X0.38 POLISHED,MSI,2019 Price list,17-Apr-15,,,
WHITE OAK 2X4 MOSAIC,SMOT-WHTOAK-2X4HB,2x4,HON BEV,0.38 INCH,0.98,10.00,9.80,EACH,9.99,9.99,,SMOT-WHTOAK-2X4HB,https://www.msisurfaces.com/white-oak/white-oak-subway-tile-2x4/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK 2X4 MOSAIC,White Oak 2x4 Hon and Bev,MSI,2019 Price list,7-Jun-16,,,
WHITE OAK 4X12 HONED,TWHITOAK412H,4x12,HONED,0.38 INCH,0.33,6.00,2.00,SQFT,7.54,2.51,,TWHITOAK412H,https://www.msisurfaces.com/marble/white-oak/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK 4X12 HONED,White Oak 4x12 Honed,MSI,2019 Price list,11-Mar-15,,,
WHITE OAK 4X12 HONED AND BEVELED,TWHITOAK412HB,4x12,HON BEV,0.38 INCH,0.33,15.00,4.95,SQFT,13.88,4.58,,TWHITOAK412HB,https://www.msisurfaces.com/marble-4x12/white-oak-subway-tile-4x12-honed-beveled/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK 4X12 HONED AND BEVELED,White Oak 4x12 Honed and Big Beveled,MSI,2019 Price list,23-May-16,,,
WHITE OAK 6X24 HONED,TWHTOAK6240.38H,6x24,HONED,0.38 INCH,1.00,10.00,10.00,SQFT,6.60,6.60,,TWHTOAK6240.38H,https://www.msisurfaces.com/marble/white-oak/,NS,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK 6X24 HONED,WHITE OAK 6X24X0.38 HONED,MSI,2019 Price list,31-Oct-14,,,
WHITE OAK CORNICE MOLDING,SMOT-CORNICE-WHTOAK,MISC.,HONED,1.0 INCH,N/A,10.00,N/A,EACH,7.54,7.54,,SMOT-CORNICE-WHTOAK,https://www.msistone.com/white-oak/white-oak-octagon/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK CORNICE MOLDING,White Oak Cornice Molding Honed,MSI,2019 Price list,18-Dec-15,,,
WHITE OAK OCTAGON,SMOT-WHTOAK-2OCT,PATTERN,HONED,0.38 INCH,1.00,10.00,10.00,EACH,10.70,10.70,,SMOT-WHTOAK-2OCT,https://www.msisurfaces.com/white-oak/white-oak-octagon/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK OCTAGON,White Oak Octagon Honed,MSI,2019 Price list,1-Jun-15,,,
WHITE OAK PENCIL MOLDING,SMOT-PENCIL-WHTOAK,3/4X3/4x12,HONED,0.75 INCH,N/A,20.00,N/A,EACH,5.34,5.34,,SMOT-PENCIL-WHTOAK,https://www.msisurfaces.com/pencil-moldings/white-oak/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK PENCIL MOLDING,White Oak Pencil Molding Honed,MSI,2019 Price list,18-Dec-15,,,
WHITE OAK SPLITFACE MOSAIC,SMOT-WHTOAK-SFIL10MM,PATTERN,SPLIT HON,0.38 INCH,1.00,10.00,10.00,EACH,11.26,11.26,,SMOT-WHTOAK-SFIL10MM,https://www.msisurfaces.com/white-oak/white-oak-splitface/,MD,MARBLE,NATURAL STONE MARBLE COLLECTIONS,WHITE OAK SPLITFACE MOSAIC,White Oak Split Face,MSI,2019 Price list,9-Oct-12,,,
NATURAL STONE ONYX,,,,,,,,,,,,,,,,NATURAL STONE ONYX,NATURAL STONE ONYX,,MSI,,,,,
GIALLO CRYSTAL ONYX,TCGIALLO1212,12x12,POLISHED,0.38 INCH,1.00,5.00,5.00,SQFT,5.79,5.79,,TCGIALLO1212,https://www.msisurfaces.com/onyx/giallo-crystal-onyx/,NS,ONYX,NATURAL STONE ONYX,GIALLO CRYSTAL ONYX,GIALLO CRYSTAL ONYX 12X12X.38,MSI,2019 Price list,27-Nov-07,,,
GREEN ONYX,TGRNONYX1212,12x12,POLISHED,0.37 INCH,1.00,10.00,10.00,SQFT,14.95,14.95,,TGRNONYX1212,https://www.msisurfaces.com/onyx/multi-green-onyx/,NS,ONYX,NATURAL STONE ONYX,GREEN ONYX,GREEN ONYX 12X12X.37 POLISH,MSI,2019 Price list,27-Nov-07,,,
WHITE ONYX,TWHTONYX1212,12x12,POLISHED,0.37 INCH,1.00,10.00,10.00,SQFT,19.99,19.99,,TWHTONYX1212,https://www.msisurfaces.com/onyx/white-onyx/,NS,ONYX,NATURAL STONE ONYX,WHITE ONYX,WHITE ONYX 12X12 POLISHED,MSI,2019 Price list,3-Feb-12,,,
NATURAL STONE SLATE/QUARTZITE COLLECTIONS,,,,,,,,,,,,,,,,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,,MSI,,,,,
AUTUMN 12X12,SAUT1212G-C,12x12,GAUGED,0.40 INCH,1.00,10.00,10.00,SQFT,2.12,2.12,,SAUT1212G-C,https://www.msisurfaces.com/slate/autumn/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,AUTUMN 12X12,Autumn 12X12X.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
AUTUMN 12X24,SAUT12X24G,12x24,GAUGED,N/A,2.00,5.00,10.00,SQFT,2.76,5.51,,SAUT12X24G,https://www.msisurfaces.com/slate/autumn/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,AUTUMN 12X24,Autumn 12X24X.50 Gauged,MSI,2019 Price list,7-Apr-11,,,
AUTUMN 16X16,SAUT1616G-C,16x16,GAUGED,0.50 INCH,1.78,5.00,8.90,SQFT,2.39,4.26,,SAUT1616G-C,https://www.msisurfaces.com/slate/autumn/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,AUTUMN 16X16,Autumn 16X16X.50 Gauged,MSI,2019 Price list,27-Nov-07,,,
AUTUMN 24X24,SAUT2424G,24x24,GAUGED,0.60 INCH,4.00,N/A,N/A,SQFT,3.20,12.78,,SAUT2424G,https://www.msisurfaces.com/slate/autumn/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,AUTUMN 24X24,Autumn 24X24X .60 Gauged,MSI,2019 Price list,27-Nov-07,,,
AUTUMN ASHLER VERSAILLES PATTERN,SAUT-ASH-3-G,PATTERN,GAUGED,0.50 INCH,16.00,1.00,16.00,SQFT/KIT,2.73,43.65,,SAUT-ASH-3-G,https://www.msisurfaces.com/slate/autumn/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,AUTUMN ASHLER VERSAILLES PATTERN,Autumn Ashler Pat-3-Gauged,MSI/Hardscape,2019 Price list,27-Nov-07,,,
BLACK (PREM)12X12,SBLKPREM1212G-C,12x12,GAUGED,0.40 INCH,1.00,10.00,10.00,SQFT,1.89,1.89,,SBLKPREM1212G-C,https://www.msisurfaces.com/slate/premium-black-slate/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,BLACK (PREM)12X12,Black (Prem)12X12X.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
BLACK (PREM)16X16,SBLKPREM1616G,16x16,GAUGED,0.40 INCH,1.78,5.00,8.90,SQFT,2.17,3.86,,SBLKPREM1616G,https://www.msisurfaces.com/slate/premium-black-slate/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,BLACK (PREM)16X16,Black (Prem)16X16X.40 Gaued,MSI,2019 Price list,27-Nov-07,,,
BLACK (PREM)24X24,SBLKPREM2424G-C,24x24,GAUGED,0.60 INCH,4.00,1.00,4.00,SQFT,2.65,10.59,,SBLKPREM2424G-C,https://www.msisurfaces.com/slate/premium-black-slate/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,BLACK (PREM)24X24,Black (Prem)24X24X.60 Gauged,MSI,2019 Price list,27-Nov-07,,,
CALIFORNIA GOLD 12X12,SCALGLD1212G-C,12x12,GAUGED,0.50 INCH,1.00,10.00,10.00,SQFT,3.07,3.07,,SCALGLD1212G-C,https://www.msisurfaces.com/slate/california-gold/,NS,SLATE,NATURAL STONE SLATE/QUARTZITE COLLECTIONS,CALIFORNIA GOLD 12X12,California Gold 12X12X.40 Gauged,MSI,2019 Price list,27-Nov-07,,,
